record_id,split,country,conference_date,target,label,text,detected_language
seg_00071,train,CH,2021-02-17,citizens,implicit blame avoidance,"Dank einer sehr gute Entwicklung auch mit einer sehr gute Umsetzung der Bevölkerung von der Massnahmen, die uns schützen",de
seg_00072,train,CH,2021-02-17,subnational level,implicit blame avoidance,"Eine erste Etappe, die in die Konsultation bei den Kantonen heute geht, für eine erste Lockerung am 1. März",de
seg_00078,train,CH,2021-02-17,subnational level,implicit blame avoidance,das noch vorbereiten vorher mit Vernehmlassung der Kantone,de
seg_00079,train,CH,2021-02-17,citizens,explicit blame shifting,"es wird auch gesagt worden, wie hoch wissen wir es nicht, es ist aber matchentscheidend, dass die Bevölkerung weiterhin mitmacht, sehr engagiert, wie bis jetzt, damit es gut gehen kann.",de
seg_00080,train,CH,2021-02-17,,credit claiming,"Ich habe vorher gesagt es ist immer wieder eine Frage von abwägen gewesen für die Massnahmen die übrigens viel weniger stark oder weniger stark sind als den umliegenden Ländern sogar wenn man über ein Jahr vergleicht muss man das schon auch sehen und dann auch mit starken Unterstützung, die wir vorgesehen haben.",de
seg_00081,train,CH,2021-02-17,citizens,explicit blame shifting,"einmal mehr für diejenigen, die es vergessen haben, was passiert ist in Italien letzten Jahres, wenn Portugal hat uns gerade vor 2-3 Wochen erinnert, wie es gehen kann und das wollen wir wirklich verhindern.",de
seg_00082,test,CH,2021-02-17,,credit claiming,"haben wir jetzt viel mehr Erfahrung, über wie man sich schützen kann, es funktioniert auch immer besser, würde ich mal sagen, und dazu kommt auch noch die Impfung",de
seg_00085,train,CH,2021-02-17,subnational level,explicit blame shifting,"Bleibt jetzt eine Frage, der Präsident hat es gesagt, über die Altersheime, wir erwarten jetzt von sämtlichen Kantone Konzepte, um wirklich, dass diese Testung, Entwicklung bei der Altersheims sehr rasch und sehr stark zu entwickeln.",de
seg_00088,train,CH,2021-02-17,,credit claiming,"Ein Punkt, dass ich Ihnen die Lieferungen, das ist die Beschaffungspolitik, die wir seit jetzt einem Jahr wirklich vorbereitet haben und umgesetzt haben, und diese Beschaffungspolitik hat uns erlaubt, das ist auch bekannt, schon 2 Impfungen zugelassen und in der Umsetzung in der Schweiz zu haben, mit Mengen, die sich entwickeln, sehr rasch und sehr, sehr positiv in den nächsten Monaten, wenn alles gut geht",de
seg_00089,test,CH,2021-02-17,subnational level,implicit blame avoidance,"wir sind da in einem sehr engen Kontakt mit der Kantone, um das mal zu melden, wie es geht, damit die Kantone sich auch gut vorbereiten können für diese Umsetzung",de
seg_00090,test,CH,2021-02-17,,credit claiming,"ich glaube bis jetzt, es geht nicht so schlecht",de
seg_00091,train,CH,2021-02-17,citizens,explicit blame shifting,"wo, es gibt auch eine Wille, eine Wille von der Bevölkerung, sich impfen zu lassen, es muss geimpft werden",de
seg_00092,train,CH,2021-02-17,citizens,implicit blame avoidance,"weil die Bevölkerung sich wirklich gut an die Massnahmen hält. Das ist wirklich zu verdanken noch einmal. Wissen Sie, ich bekomme, wir bekommen alle sehr sehr viele Briefe, sehr viele Mails, sehr viele Kontakte, wir können nicht persönlich an alle mal eine Antwort bringen oder wir lesen, was kommt. Und 5 Minuten vor der Pressekonferenz. Ich war noch ein Mail bekommen von einer Frau von L‘Orient und sie schreibt am Ende: „et comme beaucoup d’autres, je continue de suivre les consignes à la lettre“. Das hilft, das ist wahrscheinlich Match entscheidend.",de
seg_00103,train,CH,2021-02-24,,credit claiming,"Ja, noch vielleicht auf Deutsch kurz, um zu sagen, dass die Situation ist jetzt... Es hat sich verbessert.",de
seg_00104,test,CH,2021-02-24,,credit claiming,wir haben auch gesagt mit dem Bundesrat und wir bestätigen das heute: Wir haben eine Strategie die Risikobasiert ist.,de
seg_00105,train,CH,2021-02-24,,credit claiming,"Und wir haben nach der Vernehmlassung gewisse Anliegen, die man sehr viel gehört hat in den letzten Tagen gehört, nicht alle, aber ein Teil davon ist berücksichtigt worden durch den Bundesrat, heute zum Beispiel Zeitpunkt der nächsten Öffnungsschrittes früher als mal gedach vorher, auch eine Erleichterung für junge Erwachsene bis 20 Jahre alt, für Sport und Kultur und auch bei den Menschenansammlungen im Freien",de
seg_00106,test,CH,2021-02-24,,credit claiming,"weil parallel dazu ja funktioniert auch, oder entwickelt sich auch die Impfkampagne, es gibt uns guten Perspektiven für die nächsten Wochen und Monate.",de
seg_00107,train,CH,2021-02-24,subnational level,explicit blame shifting,"es ist einmal klar, wenn der Bundesrat heute gesagt hat, mit dieser Strategie, die wir gut erklären können, dass die Terrassen draussen, die sind nicht offen im Moment, mit dem Bundesrecht sie müssen auch nicht offen sein",de
seg_00108,train,CH,2021-02-24,subnational level,implicit blame avoidance,"Ich glaube die Konsultation sind wirklich da, um alle Meinungen zu holen und dann in der Entscheidungsprozesses des Bundesrats zu integrieren. Und das ist wirklich sehr ernsthaft gemacht worden, diese Integration, und wir haben dazu wie der Bundespräsident, das es gesagt hat, in ziemlich vielen Punkte wirklich das entwickelt",de
seg_00109,train,CH,2021-02-24,,credit claiming,"das Entgegenkommen hat nicht die privaten Veranstaltungen im Freien betroffen, aber Sport und Kultur, es war noch vor einer Woche auf 5 fixiert und haben wir auf 15 erweitert heute Morgen im Bundesrat.",de
seg_00110,train,CH,2021-02-24,,credit claiming,"die Impfkampagne die sich entwickelt, das ist auch ein Game Changer, ist ja noch nicht so weit, aber es entwickelt sich gut",de
seg_00111,test,CH,2021-02-24,subnational level,explicit blame shifting,"es ist auch klar, ich meine, wir versuchen eine Pandemie zu bewältigen, und wenn wir etwas fixieren, bewusst mit dem Gesamtbundesrat, dann es muss gelten, und wir erwarten schon, dass es umgesetzt, dass es umgesetzt wird. Es gab vielleicht in der Vergangenheit Unterschiede, bringt Interpretationen, so dass ich jetzt mal geklärt und wir erwarten jetzt, dass es umgesetzt wird.",de
seg_00112,train,CH,2021-02-24,subnational level,implicit blame avoidance,"aber wir haben auch mal gesehen, dass es gab eine Vernehmlassung, es war auch ein Punkt wo wir gesehen haben okay vielleicht können wir das ein bisschen antizipieren",de
seg_00113,train,CH,2021-02-24,,credit claiming,"Jetzt klar wir pushen die Testen soweit wir es können, haben wir die Kriterien gelockert, die Kosten übernommen.",de
seg_00114,train,CH,2021-02-24,subnational level,explicit blame shifting,"ich muss auch noch verweisen, dass letztes Jahr es gab ab und zu Momente, wo es gab grosse Differenzen zwischen Kantone und es hat nur zu Wirrwarr, Wettbewerbsverzerrungen und Aufregung geführt",de
seg_00115,train,CH,2021-02-24,subnational level,implicit blame avoidance,"ich muss auch noch verweisen, dass letztes Jahr es gab ab und zu Momente, wo es gab grosse Differenzen zwischen Kantone und es hat nur zu Wirrwarr, Wettbewerbsverzerrungen und Aufregung geführt, das ist auch noch ein Punkt und mit dieser kleine oder eher kleinere Differenzen, die es jetzt heute gibt zwischen Kanton, es scheint uns im Moment nicht im Vordergrund zu stehen.",de
seg_00120,train,CH,2021-02-24,subnational level,implicit blame avoidance,"wir mussten merken damals, dass nur schon die Verteilung der Kompetenzen zwischen Bund und Kanton war überhaupt nicht geklärt.",de
seg_00121,test,CH,2021-02-24,subnational level,implicit blame avoidance,"in föderalistischen Strukturen, ich glaube, wir haben schon eine ziemlich präzise Idee, wie es funktioniert mit Umsetzung von Recht, was es bedeutet, wenn es gibt eine Bundesverordnung in diesem Bereich. Und wie vorher gesagt, ich glaube, es gab bis jetzt einige Interpretationsprobleme und Interpretationsunterschiede. Der Bundesrat hat das heute mal geklärt für heute und es wäre für mich wirklich ziemlich neu, dass man bewusst einfach nicht sich an diese Rechtsgrundlagen hält. Ich glaube, es wird gehen. Ich glaube keine Sekunde, dass die Kantone einfach nur da sagen, wir wollen einfach kein Bundesrecht mehr respektieren, es ist nicht so, ich glaube nicht.",de
seg_00122,train,CH,2021-02-24,subnational level,implicit blame avoidance,"Ich gehe davon aus, noch einmal, dass es wird respektiert, die werden schliessen. Es ist nicht so, dass es gibt Interventionsmitteln zwischen Bund und Kantonen. Es gibt keine Interventionsmittel, weil seit sehr lange wir haben uns immer auch so verstanden, sind in Kontakt und auch wenn nicht alle wirklich einen Entscheid akzeptieren, es wird doch trotzdem respektiert und umgesetzt und es wäre mir völlig neu, wenn das nicht mehr funktionieren sollte, ab dem Moment, wo es gab, dort wo es gab Interpretationsfragen ab dem Moment wo es geklärt worden is",de
seg_00123,train,CH,2021-02-24,,credit claiming,"Und wenn ich die ersten Teil der Frage verstanden, es geht um die Covid App oder? Die nicht funktionieren sollte, meiner Meinung nach sie funktioniert. Ich muss Ihnen sagen, ich bin auch selber einmal da getroffen worden. Ich habe eine Meldung mal bekommen und wir müssen dann mal schauen, was es bedeutet. Ich meine es soweit ich es weiss, es funktioniert.",de
seg_00124,train,CH,2021-02-24,citizens,explicit blame shifting,"das es ist einfach nicht so, dass Alle aber die covid App heruntergeladen und klar auch dass dann ist es freiwillig bei den Menschen die einen Code bekommen das einzugeben oder nicht",de
seg_00134,train,CH,2021-03-12,citizens,explicit blame shifting,"wir können diese Entwicklung sehr stark beeinflussen, wir können diese Entwicklung sehr stark beeinflussen",de
seg_00135,train,CH,2021-03-12,citizens,explicit blame shifting,"das heisst, es ist auch sehr stark abhängig, wie wir uns verhalten in dieser Entwicklung auch auf persönliche Ebene",de
seg_00136,test,CH,2021-03-12,subnational level,implicit blame avoidance,"Das heisst, trotz dieser fragile Situation, wir eröffnen eine Vernehmlassung mit einer nächste Öffnungsschritt. Werden wir nächsten Freitag wieder mal mit dem Bundesrat darüber diskutieren können.",de
seg_00137,test,CH,2021-03-12,,credit claiming,"Testoffensive ist da bestätigt worden heute Morgen ab 15. März. Sämtliche Kosten für Schnelltests, auch für Personen ohne Symptome, würden durch den Bund übernommen und auch hinzu die das Ziel, dass in Einrichtungen, Unternehmungen, Schulen auch zu viel mehr Teste, zu mehr Teste kommt.",de
seg_00146,test,CH,2021-03-12,subnational level,implicit blame avoidance,daher bringen wir ihn in Vernehmlassung,de
seg_00147,train,CH,2021-03-12,,credit claiming,"auch jetzt noch die Impfkampagne, die sich entwickelt, und das bedeutet, dass wir hier warten schon jetzt, dass die Übersetzung von Anzahl Fälle in Anzahl Hospitalisierung eine andere sein wird, eine bessere sein wird, in der Vergangenheit.",de
seg_00148,train,CH,2021-03-12,,credit claiming,das bringt uns zu diesem Punkt wo wir wirklich ein sehr guter Zugang für zu dieser MRNA-Impfstoffe,de
seg_00149,train,CH,2021-03-12,,credit claiming,"aber dann ich meine die beste Unterstützung für Moderna, aber auch für Lonza und auch für uns, für unsere Bevölkerung war einfach ein Zugang zu dieser Impfstoff zu sichern und daher haben wir einfach sehr rasch dann mit Moderna alles diskutiert und auch reserviert und gekauft.",de
seg_00151,test,CH,2021-03-12,citizens,explicit blame shifting,"Wir sind jetzt wieder einmal wirklich konfrontiert mit einer Entwicklung, die nicht so gut ist.",de
seg_00152,train,CH,2021-03-12,subnational level,implicit blame avoidance,die Kantone haben da nichts dagegen gesagt,de
seg_00155,train,CH,2021-03-12,subnational level,explicit blame shifting,das ist jetzt abhängig von der Vernehmlassung,de
seg_00156,test,CH,2021-03-12,,credit claiming,"Und wir waren, ich glaube, mit dem Bundesrat immer sehr ehrlich in dieser Entwicklung, wir haben immer versucht zu sagen, alles was wir wissen, auch was wir nicht wissen und einfach keine Erwartungen zu schaffen, ohne mal wirklich gute Hinweise zu haben, dass es in diese Richtung geht",de
seg_00161,train,CH,2021-04-28,subnational level,implicit blame avoidance,"Und der Bundesrat will den Organisatoren deshalb möglichst früh eine gewisse Planungssicherheit, um den Kantonen eine Entscheidungshilfe geben.",de
seg_00164,train,CH,2021-04-28,subnational level,implicit blame avoidance,"Ich glaube wir waren immer sehr mit dem Bundesrat, mit der kantone sehr flexibel in dieser Krise",de
seg_00165,test,CH,2021-04-28,,credit claiming,"Ich glaube wir waren immer sehr mit dem Bundesrat, mit der kantone sehr flexibel in dieser Krise",de
seg_00166,train,CH,2021-04-28,citizens,implicit blame avoidance,"aber die Impfung, die geht auch gut vorwärts.",de
seg_00169,train,CH,2021-04-28,citizens,explicit blame shifting,"Es ist nicht nur eine Selbstdeklaration, es braucht wirklich ein Test, der auf den Covid Zertifikat kommen kann und es braucht einfach einige, nicht so kompliziert, einige Bedingungen zu erfüllen dazu.",de
seg_00185,train,CH,2021-05-12,,credit claiming,"wie Sie es wissen, wir haben genügend Impfstoff gekauft für 2021, und wir sind sehr gut positioniert, nur mit MRNA Impfstoffe, es gibt nicht so viele Länder auf der Welt, die einfach nur MRNA Stoffe haben, und es ist auch ein Teil der guten Entwicklung, glauben wir, dass wir jetzt im Moment haben.",de
seg_00186,train,CH,2021-05-12,,credit claiming,"das Departement des Innern, ist beauftragt worden durch den Bundesrat die nötigen Abklärungen zu treffen, um 3 Millionen Dosen dem Covacs Programm zur Verfügung zu stellen. Es ist noch kein definitiver Entscheid, es ist aber mal die Aussicht oder die Schau wie im Voraus schauen ob es möglich ist und wie es zu machen wäre, und das würde auch bedeuten, dass die Schweiz würde damit auch einen Beitrag zur weltweiten Eindämmung der Pandemie leisten können.",de
seg_00187,train,CH,2021-05-12,,credit claiming,"Das ist eine sehr erfreuliche Nachricht. Ich meine mit diesem Dreieck und diese Paradigmenwechsel vom Bundesrat im Februar, aber dieses Dreieck, Testung, Impfung und Lockerungen funktioniert bis jetzt mindestens, funktioniert es und wir können auch damit weiter arbeiten",de
seg_00188,test,CH,2021-05-12,citizens,implicit blame avoidance,"auch weil, und das ist der zentrale Punkt, der zentralste Punkt, auch weil die Leute in unserem Land wirklich vorsichtig sind und auch sehr gut mitmachen, sehr viele haben schon eine erste Impfung gehabt oder haben einen Termin für eine erste Impfung oder einen Termin für den zweiten Impfung.",de
seg_00189,test,CH,2021-05-12,citizens,explicit blame shifting,"Es ist nicht der Moment, wo man sich anstecken muss oder anstecken sollte, weil dann es verschiebt einfach das Ganze und macht das Ganze mehr kompliziert und ich glaube, das ist auch noch ein Punkt, wir sind wirklich in einem Moment, der sehr wichtig ist für die Impfung, und das ist auch noch ein Punkt, das ich noch hier erwähnen wollte.",de
seg_00191,train,CH,2021-05-12,,credit claiming,"Ja, wenn eine Pandemie uns etwas gelernt hat, es gibt nie eine absolute Zusicherung, es gibt einfach alles, was man machen kann, um die Sicherheit zu hoch zu bringen, dass das es gut geht und wir haben bis jetzt aber schon beweisen können, dass es ist auch machbar",de
seg_00192,train,CH,2021-05-12,citizens,explicit blame shifting,"ab dem Moment, wo alle Impfwilligen geimpft sind",de
seg_00193,train,CH,2021-05-12,citizens,implicit blame avoidance,"auch Masken Maske zu tragen in der ÖV vielleicht noch für einen Moment bleibt, weil wir haben auch dann ab Anfang der dritte Phase noch sehr viele Leute, die nicht geimpft sind. Und auch ein Teil, die sich nicht impfen lassen kann, lassen darf, nämlich die die Jugendlichen und die Kinder. Und da müssen wir auch vorsichtig gehen.",de
seg_00194,train,CH,2021-05-12,citizens,explicit blame shifting,"weil wir haben auch dann ab Anfang der dritte Phase noch sehr viele Leute, die nicht geimpft sind",de
seg_00195,test,CH,2021-05-12,,credit claiming,"Auch weil wir haben auch eher positive Signale für die Impfung, gegenüber die Mutationen bis jetzt. Und wir haben auch sehr gute Signale für die Booster oder diese frische neue Impfung auch mit Integration der Mutation, aber wir uns dafür auch vorbereitet und das sollte uns erlauben, wirklich eine Stabilität auch im Herbst und im Winter zu erziehen.",de
seg_00196,train,CH,2021-05-12,,credit claiming,"Zweiter Punkt, wir sind daran, alles zu tun, damit auch die Impfung zur Verfügung kommt für die Kinder oder für die Eltern, die für den Kindern es wollen. Und es gibt auch gute Signale dass es auch bald zur Verfügung kommen könnte.",de
seg_00197,train,CH,2021-05-12,citizens,explicit blame shifting,"Noch ein letzter Punkt, wenn es gibt eine grosse Impfbereitschaft, bei dem Erwachsenen, das heisst im Moment oder ab 16 sagen wir, wo die Impfung erlaubt ist, dann wenn die Impfrate sehr hoch geht, es wird einfach die Zirkulation des Virus nach unten dämpfen und es schützt auch die Kinder denn, weil es zirkuliert weniger.",de
seg_00198,train,CH,2021-05-12,citizens,explicit blame shifting,"dass mit der Entwicklung der Impfung, man wird immer mehr Leute haben, die geimpft sind und es ist auch klar, dass es rechtfertigt auch die Lockerung der Massnahmen",de
seg_00199,train,CH,2021-05-12,,credit claiming,"wir merken, dass es aus unterschiedlichen bekannten Gründen sehr stark auf MRNA Impfstoffe gekauft letztes Jahr und wir merken jetzt, dass es ist eine Strategie, die die uns wirklich hilft in der heutigen Situation.",de
seg_00200,train,CH,2021-05-12,,credit claiming,"wir haben wirklich die Technologie, die zuerst einmal die wirksamsten Impfungen gebracht hat zu dieser Situation, am schnellsten auf dem Markt waren und wir wissen auch, dass sind auch die schnellsten für die Integration von Mutationen. Das heisst, es ist glaube sehr klar, das sind die besten Impfungen, die uns die Stabilität bringen können vor allem in den Momenten, wo es wieder mal schwieriger werden könnte, das heisst mit einer Verbreitung von Mutationen im Herbst oder im nächsten Winter in unserem Land.",de
seg_00201,train,CH,2021-05-12,citizens,explicit blame shifting,"Und gerade deswegen ist es so wichtig, auf die Maskentragung zu insistieren in den Innenräumen. Und genau deswegen, man kann nicht einfach sagen im Innenräume in Restaurant ja diese Maske, egal, das ist nicht so lustig, brauchen wir das nicht.",de
